# seq	priority	source_rank	headword	source_file	deterministic_errors
639	failed	1774	channel	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
640	failed	1775	chapter	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
641	failed	1776	charge	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
642	failed	1777	cheat	terra_en_000_consolidated_legacy.txt	English sentences must be unique
643	failed	1778	cheerful	terra_en_000_consolidated_legacy.txt	English sentences must be unique
644	failed	1779	chemical	terra_en_000_consolidated_legacy.txt	English sentences must be unique
645	failed	1780	chest	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
646	failed	1781	childhood	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
647	failed	1782	claim	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
648	failed	1783	clause	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
649	failed	1784	click	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
650	failed	1785	client	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
651	failed	1786	cloth	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
652	failed	1787	clue	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
653	failed	1788	coal	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
654	failed	1789	coin	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
655	failed	1790	collection	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
656	failed	1791	coloured	terra_en_000_consolidated_legacy.txt	English sentences must be unique
657	failed	1792	combine	terra_en_000_consolidated_legacy.txt	English sentences must be unique
658	failed	1793	commercial	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
659	failed	1794	commit	terra_en_000_consolidated_legacy.txt	English sentences must be unique
660	failed	1795	communication	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
661	failed	1796	comparison	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
662	failed	1797	competitive	terra_en_000_consolidated_legacy.txt	English sentences must be unique
663	failed	1798	competitor	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
664	failed	1799	complaint	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
665	failed	1800	complex	terra_en_000_consolidated_legacy.txt	English sentences must be unique
666	failed	1801	concentrate	terra_en_000_consolidated_legacy.txt	English sentences must be unique
667	failed	1802	conclude	terra_en_000_consolidated_legacy.txt	English sentences must be unique
668	failed	1803	conclusion	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
669	failed	1804	confident	terra_en_000_consolidated_legacy.txt	English sentences must be unique
670	failed	1805	confirm	terra_en_000_consolidated_legacy.txt	English sentences must be unique
671	failed	1806	confuse	terra_en_000_consolidated_legacy.txt	English sentences must be unique
672	failed	1807	confused	terra_en_000_consolidated_legacy.txt	English sentences must be unique
673	failed	1808	connection	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
674	failed	1809	consequence	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
675	failed	1810	consist	terra_en_000_consolidated_legacy.txt	English sentences must be unique
676	failed	1836	define	terra_en_000_consolidated_legacy.txt	English sentences must be unique
677	failed	1837	definite	terra_en_000_consolidated_legacy.txt	English sentences must be unique
678	failed	1838	definition	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
679	failed	1839	deliver	terra_en_000_consolidated_legacy.txt	English sentences must be unique
680	failed	1840	departure	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
681	failed	1841	despite	terra_en_000_consolidated_legacy.txt	English sentences must be unique
682	failed	1842	destination	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
683	failed	1843	determine	terra_en_000_consolidated_legacy.txt	English sentences must be unique
684	failed	1844	determined	terra_en_000_consolidated_legacy.txt	English sentences must be unique
685	failed	1845	development	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
686	failed	1846	diagram	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
687	failed	1847	diamond	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
688	failed	1848	difficulty	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
689	failed	1849	directly	terra_en_000_consolidated_legacy.txt	English sentences must be unique
690	failed	1850	dirt	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
691	failed	1851	disadvantage	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
692	failed	1852	disappointed	terra_en_000_consolidated_legacy.txt	English sentences must be unique
693	failed	1853	disappointing	terra_en_000_consolidated_legacy.txt	English sentences must be unique
694	failed	1854	discount	terra_en_000_consolidated_legacy.txt	English sentences must be unique
695	failed	1855	dislike	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
696	failed	1856	divide	terra_en_000_consolidated_legacy.txt	English sentences must be unique
697	failed	1857	documentary	terra_en_000_consolidated_legacy.txt	English sentences must be unique
698	failed	1858	donate	terra_en_000_consolidated_legacy.txt	English sentences must be unique
699	failed	1859	doubt	terra_en_000_consolidated_legacy.txt	English sentences must be unique
700	failed	1860	dressed	terra_en_000_consolidated_legacy.txt	English sentences must be unique
701	failed	1861	drum	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
702	failed	1862	drunk	terra_en_000_consolidated_legacy.txt	English sentences must be unique
703	failed	1863	due	terra_en_000_consolidated_legacy.txt	English sentences must be unique
704	failed	1864	dust	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
705	failed	1865	duty	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
706	failed	1866	earthquake	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
707	failed	1867	eastern	terra_en_000_consolidated_legacy.txt	English sentences must be unique
708	failed	1868	economic	terra_en_000_consolidated_legacy.txt	English sentences must be unique
709	failed	1869	economy	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
710	failed	1870	edge	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
711	failed	1871	editor	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
712	failed	1872	educate	terra_en_000_consolidated_legacy.txt	English sentences must be unique
713	failed	1873	educated	terra_en_000_consolidated_legacy.txt	English sentences must be unique
714	failed	1874	educational	terra_en_000_consolidated_legacy.txt	English sentences must be unique
715	failed	1875	effective	terra_en_000_consolidated_legacy.txt	English sentences must be unique
716	failed	1876	effectively	terra_en_000_consolidated_legacy.txt	English sentences must be unique
717	failed	1877	effort	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
718	failed	1878	election	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
719	failed	1879	element	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
720	failed	1880	embarrassed	terra_en_000_consolidated_legacy.txt	English sentences must be unique
721	failed	1881	embarrassing	terra_en_000_consolidated_legacy.txt	English sentences must be unique
722	failed	1882	emergency	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
723	failed	1883	emotion	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
724	failed	1884	employment	terra_en_000_consolidated_legacy.txt	English sentences must be unique | rank 1: placeholder sentence | rank 2: placeholder sentence | rank 3: placeholder sentence | rank 4: placeholder sentence | rank 5: placeholder sentence
725	failed	1885	encourage	terra_en_000_consolidated_legacy.txt	English sentences must be unique
726	audit	1	about	terra_en_001.txt	
727	audit	2	above	terra_en_001.txt	
728	audit	3	across	terra_en_001.txt	
729	audit	4	action	terra_en_001.txt	
730	audit	5	activity	terra_en_001.txt	
731	audit	6	actor	terra_en_001.txt	
732	audit	7	actress	terra_en_001.txt	
733	audit	8	add	terra_en_001.txt	
734	audit	9	address	terra_en_001.txt	
735	audit	10	adult	terra_en_001.txt	
736	audit	11	advice	terra_en_001.txt	
737	audit	12	afraid	terra_en_001.txt	
738	audit	13	after	terra_en_001.txt	
739	audit	14	afternoon	terra_en_000_consolidated_legacy.txt	
740	audit	15	again	terra_en_001.txt	
741	audit	16	age	terra_en_000_consolidated_legacy.txt	
742	audit	17	ago	terra_en_001.txt	
743	audit	18	agree	terra_en_001.txt	
744	audit	19	air	terra_en_001.txt	
745	audit	20	airport	terra_en_001.txt	
746	audit	21	all	terra_en_001.txt	
747	audit	22	also	terra_en_001.txt	
748	audit	23	always	terra_en_001.txt	
749	audit	24	amazing	terra_en_001.txt	
750	audit	25	and	terra_en_001.txt	
751	audit	26	angry	terra_en_001.txt	
752	audit	27	animal	terra_en_001.txt	
753	audit	28	another	terra_en_001.txt	
754	audit	29	answer	terra_en_001.txt	
755	audit	30	any	terra_en_001.txt	
756	audit	31	anyone	terra_en_001.txt	
757	audit	32	anything	terra_en_001.txt	
758	audit	33	apartment	terra_en_001.txt	
759	audit	34	apple	terra_en_001.txt	
760	audit	35	april	terra_en_001.txt	
761	audit	36	area	terra_en_001.txt	
762	audit	37	arm	terra_en_001.txt	
763	audit	38	around	terra_en_001.txt	
764	audit	39	arrive	terra_en_001.txt	
765	audit	40	art	terra_en_001.txt	
766	audit	41	article	terra_en_001.txt	
767	audit	42	artist	terra_en_001.txt	
768	audit	43	as	terra_en_001.txt	
769	audit	44	ask	terra_en_001.txt	
770	audit	45	at	terra_en_001.txt	
771	audit	46	august	terra_en_001.txt	
772	audit	47	aunt	terra_en_001.txt	
773	audit	48	autumn	terra_en_001.txt	
774	audit	49	away	terra_en_001.txt	
775	audit	50	baby	terra_en_001.txt	
776	audit	51	back	terra_en_000_consolidated_legacy.txt	
777	audit	52	bad	terra_en_001.txt	
778	audit	53	bag	terra_en_001.txt	
779	audit	54	ball	terra_en_001.txt	
780	audit	55	banana	terra_en_001.txt	
781	audit	56	band	terra_en_001.txt	
782	audit	57	bank	terra_en_000_consolidated_legacy.txt	
783	audit	58	bath	terra_en_001.txt	
784	audit	59	bathroom	terra_en_001.txt	
785	audit	60	be	terra_en_001.txt	
786	audit	61	beach	terra_en_001.txt	
787	audit	62	beautiful	terra_en_001.txt	
788	audit	63	because	terra_en_001.txt	
789	audit	64	become	terra_en_001.txt	
790	audit	65	bed	terra_en_001.txt	
791	audit	66	bedroom	terra_en_001.txt	
792	audit	67	beer	terra_en_001.txt	
793	audit	68	before	terra_en_001.txt	
794	audit	69	begin	terra_en_001.txt	
795	audit	70	beginning	terra_en_001.txt	
796	audit	71	behind	terra_en_001.txt	
797	audit	72	believe	terra_en_001.txt	
798	audit	73	below	terra_en_001.txt	
799	audit	74	best	terra_en_001.txt	
800	audit	75	better	terra_en_001.txt	
801	audit	76	between	terra_en_001.txt	
802	audit	77	bicycle	terra_en_001.txt	
803	audit	78	big	terra_en_001.txt	
804	audit	79	bike	terra_en_001.txt	
805	audit	80	bill	terra_en_001.txt	
806	audit	81	bird	terra_en_001.txt	
807	audit	82	birthday	terra_en_001.txt	
808	audit	83	black	terra_en_000_consolidated_legacy.txt	
809	audit	84	blog	terra_en_001.txt	
810	audit	85	blonde	terra_en_001.txt	
811	audit	86	blue	terra_en_001.txt	
812	audit	87	boat	terra_en_001.txt	
813	audit	88	body	terra_en_001.txt	
814	audit	89	book	terra_en_001.txt	
815	audit	90	boot	terra_en_001.txt	
816	audit	91	bored	terra_en_001.txt	
817	audit	92	boring	terra_en_001.txt	
818	audit	93	born	terra_en_001.txt	
819	audit	94	both	terra_en_001.txt	
820	audit	95	bottle	terra_en_001.txt	
821	audit	96	box	terra_en_001.txt	
822	audit	97	boy	terra_en_001.txt	
823	audit	98	boyfriend	terra_en_001.txt	
824	audit	99	bread	terra_en_001.txt	
825	audit	100	break	terra_en_000_consolidated_legacy.txt	
826	audit	101	breakfast	terra_en_000_consolidated_legacy.txt	
827	audit	102	bring	terra_en_001.txt	
828	audit	103	brother	terra_en_001.txt	
829	audit	104	brown	terra_en_001.txt	
830	audit	105	build	terra_en_001.txt	
831	audit	106	building	terra_en_001.txt	
832	audit	107	bus	terra_en_001.txt	
833	audit	108	business	terra_en_004.txt	
834	audit	109	busy	terra_en_004.txt	
835	audit	110	but	terra_en_004.txt	
836	audit	111	butter	terra_en_004.txt	
837	audit	112	buy	terra_en_004.txt	
838	audit	113	by	terra_en_004.txt	
839	audit	114	bye	terra_en_004.txt	
840	audit	115	cafe	terra_en_004.txt	
841	audit	116	cake	terra_en_004.txt	
842	audit	117	call	terra_en_004.txt	
843	audit	118	camera	terra_en_004.txt	
844	audit	119	can	terra_en_004.txt	
845	audit	120	cannot	terra_en_004.txt	
846	audit	121	capital	terra_en_004.txt	
847	audit	122	car	terra_en_004.txt	
848	audit	123	card	terra_en_004.txt	
849	audit	124	career	terra_en_004.txt	
850	audit	125	carrot	terra_en_004.txt	
851	audit	126	carry	terra_en_004.txt	
852	audit	127	cat	terra_en_004.txt	
853	audit	128	cd	terra_en_004.txt	
854	audit	129	cent	terra_en_004.txt	
855	audit	130	centre	terra_en_004.txt	
856	audit	131	century	terra_en_004.txt	
857	audit	132	chair	terra_en_004.txt	
858	audit	133	change	terra_en_004.txt	
859	audit	134	chart	terra_en_004.txt	
860	audit	135	cheap	terra_en_004.txt	
861	audit	136	check	terra_en_000_consolidated_legacy.txt	
862	audit	137	cheese	terra_en_004.txt	
863	audit	138	chicken	terra_en_004.txt	
864	audit	139	child	terra_en_004.txt	
865	audit	140	chocolate	terra_en_004.txt	
866	audit	141	choose	terra_en_004.txt	
867	audit	142	cinema	terra_en_004.txt	
868	audit	143	city	terra_en_004.txt	
869	audit	144	class	terra_en_004.txt	
870	audit	145	classroom	terra_en_004.txt	
871	audit	146	clean	terra_en_004.txt	
872	audit	147	climb	terra_en_004.txt	
873	audit	148	clock	terra_en_004.txt	
874	audit	149	close	terra_en_000_consolidated_legacy.txt	
875	audit	150	clothes	terra_en_004.txt	
876	audit	151	club	terra_en_004.txt	
877	audit	152	coat	terra_en_004.txt	
878	audit	153	coffee	terra_en_004.txt	
879	audit	154	cold	terra_en_004.txt	
880	audit	155	college	terra_en_004.txt	
881	audit	156	colour	terra_en_000_consolidated_legacy.txt	
882	audit	157	come	terra_en_004.txt	
883	audit	158	common	terra_en_004.txt	
884	audit	159	company	terra_en_004.txt	
885	audit	160	compare	terra_en_004.txt	
886	audit	161	complete	terra_en_004.txt	
887	audit	162	computer	terra_en_004.txt	
888	audit	163	concert	terra_en_004.txt	
889	audit	164	conversation	terra_en_004.txt	
890	audit	165	cook	terra_en_004.txt	
891	audit	166	cooking	terra_en_004.txt	
892	audit	167	cool	terra_en_004.txt	
893	audit	168	correct	terra_en_004.txt	
894	audit	169	cost	terra_en_004.txt	
895	audit	170	could	terra_en_004.txt	
896	audit	171	country	terra_en_004.txt	
897	audit	172	course	terra_en_004.txt	
898	audit	173	cousin	terra_en_004.txt	
899	audit	174	cow	terra_en_004.txt	
900	audit	175	cream	terra_en_004.txt	
901	audit	176	create	terra_en_004.txt	
902	audit	177	culture	terra_en_004.txt	
903	audit	178	cup	terra_en_004.txt	
904	audit	179	customer	terra_en_004.txt	
905	audit	180	cut	terra_en_004.txt	
906	audit	181	dad	terra_en_004.txt	
907	audit	182	dance	terra_en_004.txt	
908	audit	183	dancer	terra_en_004.txt	
909	audit	184	dancing	terra_en_004.txt	
910	audit	185	dangerous	terra_en_004.txt	
911	audit	186	dark	terra_en_004.txt	
912	audit	187	date	terra_en_004.txt	
913	audit	188	daughter	terra_en_004.txt	
914	audit	189	day	terra_en_004.txt	
915	audit	190	dear	terra_en_004.txt	
916	audit	191	december	terra_en_004.txt	
917	audit	192	decide	terra_en_004.txt	
918	audit	193	delicious	terra_en_004.txt	
919	audit	194	describe	terra_en_004.txt	
920	audit	195	description	terra_en_004.txt	
921	audit	196	design	terra_en_004.txt	
922	audit	197	desk	terra_en_004.txt	
923	audit	198	detail	terra_en_004.txt	
924	audit	199	dialogue	terra_en_004.txt	
925	audit	200	dictionary	terra_en_004.txt	
926	audit	201	die	terra_en_004.txt	
927	audit	202	diet	terra_en_004.txt	
928	audit	203	difference	terra_en_004.txt	
929	audit	204	different	terra_en_004.txt	
930	audit	205	difficult	terra_en_004.txt	
931	audit	206	dinner	terra_en_004.txt	
932	audit	207	dirty	terra_en_004.txt	
933	audit	208	discuss	terra_en_004.txt	
934	audit	209	dish	terra_en_004.txt	
935	audit	210	do	terra_en_004.txt	
936	audit	211	doctor	terra_en_009.txt	
937	audit	212	dog	terra_en_009.txt	
938	audit	213	dollar	terra_en_009.txt	
939	audit	214	door	terra_en_009.txt	
940	audit	215	down	terra_en_009.txt	
941	audit	216	downstairs	terra_en_009.txt	
942	audit	217	draw	terra_en_009.txt	
943	audit	218	dress	terra_en_009.txt	
944	audit	219	drink	terra_en_009.txt	
945	audit	220	drive	terra_en_009.txt	
946	audit	221	driver	terra_en_009.txt	
947	audit	222	during	terra_en_009.txt	
948	audit	223	dvd	terra_en_009.txt	
949	audit	224	each	terra_en_009.txt	
950	audit	225	ear	terra_en_009.txt	
951	audit	226	early	terra_en_009.txt	
952	audit	227	east	terra_en_009.txt	
953	audit	228	easy	terra_en_009.txt	
954	audit	229	eat	terra_en_009.txt	
955	audit	230	egg	terra_en_009.txt	
956	audit	231	eight	terra_en_009.txt	
957	audit	232	eighteen	terra_en_009.txt	
958	audit	233	eighty	terra_en_009.txt	
959	audit	234	elephant	terra_en_009.txt	
960	audit	235	eleven	terra_en_009.txt	
961	audit	236	else	terra_en_012.txt	
962	audit	237	email	terra_en_012.txt	
963	audit	238	end	terra_en_012.txt	
964	audit	240	enough	terra_en_012.txt	
965	audit	241	euro	terra_en_012.txt	
966	audit	242	even	terra_en_012.txt	
967	audit	243	evening	terra_en_012.txt	
968	audit	244	event	terra_en_012.txt	
969	audit	245	ever	terra_en_012.txt	
970	audit	246	every	terra_en_012.txt	
971	audit	247	everybody	terra_en_012.txt	
972	audit	248	everyone	terra_en_012.txt	
973	audit	249	everything	terra_en_012.txt	
974	audit	252	excited	terra_en_012.txt	
975	audit	253	exciting	terra_en_012.txt	
976	audit	254	exercise	terra_en_012.txt	
977	audit	255	expensive	terra_en_012.txt	
978	audit	257	extra	terra_en_012.txt	
979	audit	258	eye	terra_en_012.txt	
980	audit	259	face	terra_en_012.txt	
981	audit	260	fact	terra_en_012.txt	
982	audit	261	fall	terra_en_000_consolidated_legacy.txt	
983	audit	262	false	terra_en_000_consolidated_legacy.txt	
984	audit	263	family	terra_en_000_consolidated_legacy.txt	
985	audit	264	famous	terra_en_000_consolidated_legacy.txt	
986	audit	265	fantastic	terra_en_000_consolidated_legacy.txt	
987	audit	266	far	terra_en_000_consolidated_legacy.txt	
988	audit	267	farm	terra_en_000_consolidated_legacy.txt	
989	audit	268	farmer	terra_en_000_consolidated_legacy.txt	
990	audit	269	fast	terra_en_000_consolidated_legacy.txt	
991	audit	270	fat	terra_en_000_consolidated_legacy.txt	
992	audit	271	father	terra_en_000_consolidated_legacy.txt	
993	audit	272	favourite	terra_en_000_consolidated_legacy.txt	
994	audit	273	february	terra_en_000_consolidated_legacy.txt	
995	audit	274	feel	terra_en_000_consolidated_legacy.txt	
996	audit	275	feeling	terra_en_000_consolidated_legacy.txt	
997	audit	276	festival	terra_en_000_consolidated_legacy.txt	
998	audit	277	few	terra_en_000_consolidated_legacy.txt	
999	audit	278	fifteen	terra_en_000_consolidated_legacy.txt	
1000	audit	279	fifth	terra_en_000_consolidated_legacy.txt	
1001	audit	280	fifty	terra_en_000_consolidated_legacy.txt	
1002	audit	281	fill	terra_en_000_consolidated_legacy.txt	
1003	audit	282	film	terra_en_000_consolidated_legacy.txt	
1004	audit	283	final	terra_en_000_consolidated_legacy.txt	
1005	audit	284	find	terra_en_000_consolidated_legacy.txt	
1006	audit	285	fine	terra_en_000_consolidated_legacy.txt	
1007	audit	286	finish	terra_en_000_consolidated_legacy.txt	
1008	audit	287	fire	terra_en_000_consolidated_legacy.txt	
1009	audit	288	first	terra_en_000_consolidated_legacy.txt	
1010	audit	289	fish	terra_en_000_consolidated_legacy.txt	
1011	audit	290	five	terra_en_000_consolidated_legacy.txt	
1012	audit	291	flat	terra_en_000_consolidated_legacy.txt	
1013	audit	292	flight	terra_en_000_consolidated_legacy.txt	
1014	audit	293	floor	terra_en_000_consolidated_legacy.txt	
1015	audit	294	flower	terra_en_000_consolidated_legacy.txt	
1016	audit	295	fly	terra_en_000_consolidated_legacy.txt	
1017	audit	296	follow	terra_en_000_consolidated_legacy.txt	
1018	audit	297	food	terra_en_000_consolidated_legacy.txt	
1019	audit	298	foot	terra_en_000_consolidated_legacy.txt	
1020	audit	299	football	terra_en_000_consolidated_legacy.txt	
1021	audit	300	for	terra_en_000_consolidated_legacy.txt	
1022	audit	301	forget	terra_en_000_consolidated_legacy.txt	
1023	audit	302	form	terra_en_000_consolidated_legacy.txt	
1024	audit	303	forty	terra_en_000_consolidated_legacy.txt	
1025	audit	304	four	terra_en_000_consolidated_legacy.txt	
1026	audit	305	fourteen	terra_en_000_consolidated_legacy.txt	
1027	audit	306	fourth	terra_en_000_consolidated_legacy.txt	
1028	audit	307	free	terra_en_000_consolidated_legacy.txt	
1029	audit	308	friday	terra_en_000_consolidated_legacy.txt	
1030	audit	309	friend	terra_en_000_consolidated_legacy.txt	
1031	audit	310	friendly	terra_en_000_consolidated_legacy.txt	
1032	audit	311	from	terra_en_000_consolidated_legacy.txt	
1033	audit	313	fruit	terra_en_000_consolidated_legacy.txt	
1034	audit	314	full	terra_en_000_consolidated_legacy.txt	
1035	audit	315	fun	terra_en_000_consolidated_legacy.txt	
1036	audit	316	funny	terra_en_000_consolidated_legacy.txt	
1037	audit	317	future	terra_en_000_consolidated_legacy.txt	
1038	audit	318	game	terra_en_000_consolidated_legacy.txt	
1039	audit	319	garden	terra_en_000_consolidated_legacy.txt	
1040	audit	320	geography	terra_en_000_consolidated_legacy.txt	
1041	audit	321	get	terra_en_000_consolidated_legacy.txt	
1042	audit	322	girl	terra_en_000_consolidated_legacy.txt	
1043	audit	323	girlfriend	terra_en_000_consolidated_legacy.txt	
1044	audit	325	glass	terra_en_000_consolidated_legacy.txt	
1045	audit	326	go	terra_en_000_consolidated_legacy.txt	
1046	audit	327	good	terra_en_000_consolidated_legacy.txt	
1047	audit	328	goodbye	terra_en_000_consolidated_legacy.txt	
1048	audit	329	grandfather	terra_en_000_consolidated_legacy.txt	
1049	audit	330	grandmother	terra_en_000_consolidated_legacy.txt	
1050	audit	331	grandparent	terra_en_000_consolidated_legacy.txt	
1051	audit	332	great	terra_en_000_consolidated_legacy.txt	
